,town,number_of_schools,lon,lat
505,"IL,Naperville",2,-88.134562,41.787817
506,"IL,Crystal Lake",4,-88.3224725,42.245563499999996
507,"IL,Glen Ellyn",1,-88.071635,41.841577
508,"IL,Charleston",1,-88.175658,39.479843
509,"IL,Elgin",4,-88.3194505,42.030828
510,"IL,Elmhurst",1,-87.945369,41.897164000000004
511,"IL,Eureka",1,-89.269624,40.71482
512,"IL,Bedford Park",1,-87.74472800000001,41.771488
513,"IL,Evanston",4,-87.68033599999998,42.054854
514,"IL,University Park",1,-87.716441,41.449103
515,"IL,Canton",3,-90.04803533333332,40.54649933333334
516,"IL,Greenville",1,-89.40824,38.894162
517,"IL,Schaumburg",1,-88.083218,42.061983000000005
518,"IL,Sycamore",1,-88.71814499999999,41.962221
519,"IL,Oswego",1,-88.364727,41.682590999999995
520,"IL,Skokie",3,-87.752025,42.04426
521,"IL,Freeport",3,-89.67372499999999,42.283357
522,"IL,North Chicago",1,-87.85963199999999,42.300069
523,"IL,Lisle",3,-88.085823,41.797881
524,"IL,Champaign",2,-88.2597365,40.1183405
525,"IL,Bloomington",2,-88.98573350000001,40.4823485
526,"IL,East Peoria",3,-89.54183366666666,40.67178466666666
527,"IL,Jacksonville",3,-90.23342533333333,39.725632
528,"IL,Olney",2,-88.09078249999999,38.7327985
529,"IL,Normal",3,-88.988151,40.51726433333334
530,"IL,Oglesby",1,-89.100887,41.30744
531,"IL,Carterville",1,-89.09021,37.747453
532,"IL,Joliet",3,-88.14196266666666,41.518627333333335
533,"IL,Kankakee",1,-87.851047,41.098178000000004
534,"IL,Centralia",1,-89.191974,38.562112
535,"IL,Malta",1,-88.880524,41.938234
536,"IL,PERU",1,-89.118454,41.354338
537,"IL,Grayslake",1,-88.012291,42.354164000000004
538,"IL,Lake Forest",2,-87.86032900000001,42.246503
539,"IL,Mattoon",1,-88.380835,39.416969
540,"IL,Godfrey",1,-90.194405,38.951624
541,"IL,Romeoville",2,-88.10399100000001,41.629269
542,"IL,Lincoln",2,-89.35412550000001,40.152183
543,"IL,Springfield",7,-89.63586242857143,39.77000071428571
544,"IL,Melrose Park",1,-87.832162,41.905577
545,"IL,Lebanon",1,-89.816822,38.608154
546,"IL,Decatur",4,-88.94005899999999,39.85396125
547,"IL,Monmouth",1,-90.63731,40.914823999999996
548,"MI,Plymouth",1,-83.451903,42.366828000000005
549,"IL,Palos Hills",2,-87.8267645,41.698747
550,"IL,Morrison",1,-89.965963,41.7971
551,"IL,Cicero",2,-87.764775,41.8374795
552,"IL,Lombard",3,-88.015598,41.84719966666667
553,"IL,Niles",2,-87.826622,42.0389015
554,"IL,Dekalb",2,-88.7589495,41.9322195
555,"IL,Des Plaines",1,-87.88064399999999,42.061893
556,"IL,Chicago Heights",1,-87.63894300000001,41.525316
557,"IL,Elsah",1,-90.350285,38.948834999999995
558,"IL,Ina",1,-88.918283,38.131481
559,"IL,Rockford",8,-89.00823775,42.278673749999996
560,"IL,Dixon",2,-89.5971455,41.8176795
561,"IL,Ullin",1,-89.03352,37.270198
562,"IL,Mundelein",1,-88.000262,42.280702000000005
563,"IL,Harrisburg",1,-88.436631,37.751740000000005
564,"IL,Sterling",1,-89.692522,41.788581
565,"IL,Carbondale",2,-89.2247445,37.710333
566,"IL,Edwardsville",1,-89.99777900000001,38.793949
567,"IL,South Holland",1,-87.619123,41.606427000000004
568,"IL,LITCHFIELD",1,-89.655742,39.176137
569,"IL,Palos Heights",1,-87.783973,41.667687
570,"IL,Deerfield",1,-87.880851,42.197945000000004
571,"IL,River Grove",1,-87.84105600000001,41.916082
572,"IL,Sugar Grove",1,-88.459925,41.795955
573,"IL,Macomb",1,-90.686899,40.468086
574,"IL,Wheaton",1,-88.099643,41.870176
575,"IL,Palatine",1,-88.072811,42.081829
576,"IN,Donaldson",1,-86.445263,41.337958
577,"IN,Anderson",3,-85.65732700000001,40.087984666666664
578,"IN,Muncie",4,-85.40720974999999,40.193626
579,"IN,Mishawaka",1,-86.194686,41.678399
580,"IN,Indianapolis",29,-86.15431562068964,39.82038603448276
581,"IN,Whiting",1,-87.494123,41.671008
582,"IN,Valparaiso",3,-87.06143133333335,41.46750900000001
583,"IN,Fort Wayne",11,-85.13044172727274,41.107594272727276
584,"IN,Highland",1,-87.46701800000001,41.555884999999996
585,"IN,Greencastle",1,-86.860363,39.640904
586,"IN,Schererville",1,-87.447089,41.485532
587,"IN,Evansville",6,-87.56097799999999,37.982548333333334
588,"IN,Franklin",1,-86.04718199999999,39.478297999999995
589,"IN,Goshen",1,-85.827795,41.563582000000004
590,"IN,Winona Lake",1,-85.814228,41.22595
591,"IN,Hanover",1,-85.460051,38.715641999999995
592,"IN,Terre Haute",4,-87.3771735,39.448243500000004
593,"IN,Notre Dame",3,-86.24990933333333,41.70310933333333
594,"IN,Clarksville",1,-85.768914,38.3121
595,"IN,Brownsburg",1,-86.379755,39.837832
596,"KY,Crestwood",1,-85.471755,38.324789
597,"IN,Jeffersonville",4,-85.72720625000001,38.3067515
598,"IN,Huntington",1,-85.49731700000001,40.898152
599,"IN,South Bend",4,-86.23546475,41.66545725
600,"IN,Columbus",2,-85.901941,39.250778499999996
601,"IN,Kokomo",5,-86.12138999999999,40.468829799999995
602,"IN,Lafayette",6,-86.84402716666666,40.401660166666666
603,"IN,Sellersburg",1,-85.762648,38.389796999999994
604,"IN,Gary",3,-87.33144366666666,41.547721333333335
605,"IN,Madison",1,-85.376301,38.780425
606,"IN,Bloomington",3,-86.55333266666666,39.17146
607,"IN,New Albany",2,-85.809393,38.341949
608,"IN,Knox",1,-86.618158,41.287712
609,"IN,North Manchester",1,-85.76264300000001,41.010549
610,"IN,Marion",4,-85.66635500000001,40.5364895
611,"IN,Elkhart",1,-85.972165,41.656013
612,"MI,Kalamazoo",7,-85.62866214285714,42.26641385714286
613,"IN,Oakland City",1,-87.35144,38.340891
614,"IN,Saint Mary of the Woods",1,-87.463791,39.508546
615,"IN,St. Meinrad",1,-86.810388,38.165546
616,"IN,Upland",1,-85.497034,40.456246
617,"IN,Angola",1,-85.008009,41.632502
618,"IN,Vincennes",3,-87.52500166666668,38.68577133333333
619,"IN,Crawfordsville",1,-86.906,40.037588
620,"IA,Waterloo",2,-92.33539049999999,42.4800435
621,"IA,Sioux City",6,-96.38498666666665,42.48985316666667
622,"IA,Storm Lake",2,-95.2049705,42.648352
623,"IA,Dubuque",6,-90.68762316666668,42.50034466666667
624,"IA,Cedar Rapids",6,-91.674112,41.96622416666667
625,"IA,Pella",1,-92.92219899999999,41.401539
626,"IA,Mount Vernon",1,-91.423741,41.924554
627,"IA,Marshalltown",2,-92.91223249999999,42.0079665
628,"IA,Ankeny",2,-93.6180095,41.722215
629,"IA,Epworth",1,-90.934578,42.441721
630,"IA,Sioux Center",1,-96.166562,43.082527
631,"IA,Des Moines",7,-93.64305071428574,41.601012714285716
632,"IA,Iowa Falls",1,-93.265853,42.527524
633,"IA,Davenport",7,-90.56381685714284,41.55269057142857
634,"IA,Lamoni",1,-93.92489300000001,40.615966
635,"MO,Independence",3,-94.40693833333334,39.07527433333333
636,"IA,Grinnell",1,-92.722094,41.747952000000005
637,"IA,Mason City",3,-93.190029,43.15352333333334
638,"IA,Mt. Pleasant",1,-91.52494899999999,40.962643
639,"IA,Ottumwa",2,-92.406342,41.0342225
640,"IA,Fort Dodge",2,-94.183423,42.4952835
641,"IA,Estherville",1,-94.835661,43.401376
642,"IA,Ames",2,-93.6310575,42.011941
643,"IA,Mount Pleasant",1,-91.552459,40.973791
644,"IA,Council Bluffs",2,-95.828024,41.2538925
645,"IA,Iowa City",2,-91.5342315,41.662684
646,"IA,Cedar Falls",4,-92.44397000000001,42.503890999999996
647,"IA,Johnston",1,-93.738577,41.661015
648,"IA,Decorah",1,-91.802809,43.312304
649,"IA,Fairfield",1,-91.96730600000001,41.017781
650,"IA,Orange City",1,-96.05877199999999,42.999007
651,"IA,Calmar",1,-91.86710500000001,43.17523
652,"IA,Sheldon",1,-95.880639,43.184701000000004
653,"IA,Indianola",1,-93.56347099999999,41.365503000000004
654,"IA,West Burlington",1,-91.171881,40.814496000000005
655,"IA,Creston",1,-94.38090600000001,41.073437
656,"IA,Fayette",1,-91.799543,42.838283000000004
657,"IA,Forest City",1,-93.64171400000001,43.262923
658,"IA,Waverly",1,-92.483387,42.7277
659,"IA,Oskaloosa",1,-92.647095,41.310111
660,"KS,Iola",1,-95.396377,37.938038
661,"KS,Baldwin City",1,-95.188231,38.777278
662,"KS,Topeka",5,-95.71796359999999,39.037792800000005
663,"KS,Overland Park",10,-94.6829505,38.9366726
664,"KS,Great Bend",1,-98.73164799999999,38.403529
665,"KS,Atchison",1,-95.111473,39.572646
666,"KS,Lindsborg",1,-97.67367,38.580597999999995
667,"KS,North Newton",1,-97.34325600000001,38.075169
668,"KS,El Dorado",1,-96.882987,37.806699
669,"KS,McPherson",2,-97.6557965,38.3647
670,"KS,Concordia",1,-97.664147,39.554199
671,"KS,Coffeyville",2,-95.627937,37.035765999999995
672,"KS,Columbus",1,-94.84810999999999,37.169173
673,"KS,Colby",1,-101.05274399999999,39.377601
674,"KS,Arkansas City",1,-97.043075,37.061668
675,"KS,Dodge City",1,-100.037481,37.776891
676,"KS,Kansas City",2,-94.69936899999999,39.1170835
677,"KS,Emporia",2,-96.201581,38.416832
678,"KS,Hays",2,-99.326563,38.878514499999994
679,"KS,Haviland",1,-99.105351,37.62012
680,"KS,Wichita",11,-97.33665245454546,37.69873718181819
681,"KS,Fort Scott",1,-94.715334,37.816206
682,"KS,Garden City",2,-100.8486435,37.9703385
683,"KS,Lawrence",3,-95.238523,38.95441033333333
684,"KS,Hesston",1,-97.433883,38.134558
685,"KS,Highland",1,-95.271539,39.859987
686,"KS,Hutchinson",1,-97.92135,38.068034999999995
687,"KS,Independence",1,-95.720518,37.195614
688,"MO,Kansas City",24,-94.55589954166668,39.037633125000006
689,"KS,Manhattan",4,-96.5961005,39.19074425000001
690,"KS,Salina",3,-97.617472,38.815725666666665
691,"KS,Parsons",1,-95.255368,37.339062
692,"KS,Olathe",1,-94.781635,38.875615
693,"KS,Chanute",1,-95.46497600000001,37.670671999999996
694,"KS,Beloit",1,-98.110826,39.482419
695,"KS,Goodland",1,-101.70022,39.346424
696,"KS,Ottawa",2,-95.26417599999999,38.602762
697,"KS,Pittsburg",1,-94.702473,37.392071
698,"KS,Pratt",1,-98.714538,37.654451
699,"KS,Leavenworth",1,-94.906743,39.279396000000006
700,"KS,Liberal",1,-100.917695,37.059807
701,"KS,Winfield",1,-96.97540500000001,37.248608000000004
702,"KS,Sterling",1,-98.20864399999999,38.219937
703,"KS,Hillsboro",1,-97.200949,38.348606
704,"KY,Pippa Passes",1,-82.875068,37.335087
705,"KY,Wilmore",2,-84.66136650000001,37.861795
706,"KY,Ashland",2,-82.6420075,38.4721755
707,"KY,Nicholasville",1,-84.580326,37.866361
708,"KY,Louisville",20,-85.68195835,38.21117805
709,"KY,Berea",1,-84.292893,37.57202
710,"KY,Bowling Green",7,-86.45131157142859,36.96912185714286
711,"IN,Greenfield",1,-85.792691,39.784594
712,"IN,Plainfield",1,-86.37289799999999,39.699248
713,"KY,Owensboro",4,-87.10835025,37.73793125
714,"KY,Campbellsville",1,-85.348943,37.343342
715,"KY,Lexington",9,-84.49520866666666,38.01608100000001
716,"KY,Danville",1,-84.779392,37.645709000000004
717,"KY,Pineville",1,-83.72770200000001,36.725235999999995
718,"KY,Williamsburg",1,-84.16164599999999,36.737048
719,"KY,Richmond",3,-84.31690233333332,37.783569
720,"KY,Elizabethtown",3,-85.88033666666666,37.697773000000005
721,"KY,Hyden",1,-83.37937,37.165605
722,"KY,Georgetown",1,-84.55376700000001,38.207615000000004
723,"KY,Glasgow",1,-85.922275,37.012713
724,"KY,Hazard",2,-83.190471,37.2603965
725,"KY,Henderson",1,-87.650091,37.797686999999996
726,"KY,Hopkinsville",2,-87.4815355,36.8583395
727,"KY,Jackson",1,-83.438765,37.603443
728,"KY,Frankfort",1,-84.855402,38.201427
729,"KY,Grayson",1,-82.945561,38.338805
730,"KY,Columbia",1,-85.29999699999999,37.101502
731,"KY,Madisonville",1,-87.512137,37.362660999999996
732,"KY,Maysville",1,-83.806786,38.626607
733,"KY,Midway",1,-84.67814200000001,38.146126
734,"KY,Morehead",1,-83.434021,38.186768
735,"KY,Murray",1,-88.323629,36.612419
736,"KY,Florence",4,-84.63634175,38.993758
737,"KY,Highland Heights",1,-84.463483,39.029714
738,"KY,Paducah",1,-88.658762,37.054081
739,"KY,Pikeville",1,-82.521063,37.479232
740,"KY,Prestonsburg",1,-82.778847,37.688248
741,"KY,Somerset",1,-84.61754599999999,37.059599
742,"KY,Cumberland",1,-82.997661,36.966051
743,"KY,Crestview Hills",1,-84.568923,39.022963
744,"KY,Versailles",1,-84.72788,38.058771
745,"KY,Barbourville",1,-83.88847700000001,36.870875
746,"LA,Alexandria",4,-92.44913475,31.2578215
747,"LA,Shreveport",13,-93.76820661538461,32.45997215384615
748,"LA,Baton Rouge",26,-91.10663288461538,30.440469076923073
749,"LA,Bossier City",3,-93.70008466666667,32.52397133333333
750,"LA,West Monroe",2,-92.1279625,32.5032195
751,"LA,New Orleans",17,-90.08844276470587,29.969047235294113
752,"LA,Lake Charles",6,-93.198785,30.199810333333332
753,"LA,Denham Springs",1,-90.944774,30.484636
754,"LA,Chalmette",1,-89.95888000000001,29.954190000000004
755,"LA,Grambling",1,-92.713245,32.523796999999995
756,"LA,Kenner",3,-90.23863999999999,29.99431233333333
757,"LA,Eunice",2,-92.4217355,30.484201499999998
758,"LA,Lafayette",10,-92.03885890000001,30.1948671
759,"LA,Pineville",2,-92.428438,31.3251225
760,"LA,Opelousas",1,-92.077854,30.53165
761,"LA,Ruston",1,-92.649963,32.528296999999995
762,"LA,Thibodaux",1,-90.801571,29.794486
763,"LA,Monroe",7,-92.07816199999999,32.51571171428571
764,"LA,Minden",1,-93.26302,32.586037
765,"LA,Natchitoches",1,-93.097797,31.750666
766,"LA,Covington",2,-90.09535149999999,30.4807585
767,"LA,St. Benedict",1,-90.113621,30.526778000000004
768,"LA,Slidell",2,-89.780687,30.256315
769,"LA,Houma",5,-90.7333938,29.603717
770,"LA,Schriever",1,-90.811707,29.690884000000004
771,"LA,Hammond",2,-90.474016,30.4954895
772,"LA,St Amant",1,-90.871258,30.241891
773,"LA,Destrehan",1,-90.382862,29.964853
774,"LA,St. Rose",1,-90.310872,29.95797
775,"LA,Lacombe",1,-89.89919599999999,30.379146999999996
776,"LA,Morgan City",1,-91.197848,29.690728000000004
777,"ME,Lewiston",3,-70.21158233333333,44.09893233333333
778,"ME,Bar Harbor",1,-68.221517,44.395258
779,"ME,Bangor",4,-68.77462874999999,44.81651525
780,"ME,Brunswick",1,-69.963942,43.907134
781,"ME,Auburn",1,-70.23549799999999,44.134346
782,"ME,Waterville",2,-69.664052,44.544560000000004
783,"ME,Fairfield",1,-69.61157,44.594149
784,"ME,Arundel",1,-70.503619,43.380492
785,"ME,Augusta",3,-69.78796633333333,44.332117000000004
786,"ME,Farmington",1,-70.147121,44.666911
787,"ME,Fort Kent",1,-68.58931899999999,47.250389
788,"ME,Machias",1,-67.458025,44.708803
789,"ME,Orono",2,-68.669606,44.897822500000004
790,"ME,Castine",1,-68.80434699999999,44.389654
791,"ME,Presque Isle",2,-68.0255695,46.6834765
792,"ME,Biddeford",1,-70.38535,43.458591
793,"ME,Portland",4,-70.26639425,43.660135249999996
794,"ME,Standish",1,-70.483373,43.826314
795,"ME,Westbrook",1,-70.33533100000001,43.676590000000004
796,"ME,South Portland",1,-70.229182,43.646649
797,"ME,Unity",1,-69.33227600000001,44.603165000000004
798,"ME,Calais",1,-67.243306,45.165537
799,"MD,Cumberland",1,-78.730398,39.652152
800,"MD,Arnold",1,-76.51222299999999,39.049813
801,"MD,Hagerstown",3,-77.703487,39.64811733333334
802,"MD,Baltimore",23,-76.61945169565217,39.32896365217392
803,"MD,Bowie",1,-76.759721,39.018184999999995
804,"MD,Laurel",3,-76.85349166666667,39.10405933333334
805,"MD,North East",1,-75.955949,39.642225
806,"MD,Elkton",1,-75.83231500000001,39.610875
807,"MD,La Plata",1,-77.00924499999999,38.55895
808,"MD,Wye Mills",1,-76.083668,38.952193
809,"MD,Takoma Park",1,-77.000608,38.986349
810,"MD,Salisbury",3,-75.56872500000001,38.35306966666666
811,"MD,Frederick",4,-77.41981175000001,39.42411925
812,"MD,Frostburg",1,-78.93429300000001,39.650918
813,"MD,McHenry",1,-79.342923,39.560493
814,"MD,Bel Air",2,-76.316386,39.5466215
815,"MD,Columbia",2,-76.8572135,39.194154499999996
816,"MD,Adelphi",2,-76.90092849999999,38.9587145
817,"MD,College Park",1,-76.944721,38.988178000000005
818,"MD,Princess Anne",1,-75.686852,38.207386
819,"MD,Towson",2,-76.6078785,39.398446500000006
820,"MD,Silver Spring",2,-77.04139800000002,39.0278285
821,"MD,Rockville",4,-77.1421095,39.080644
822,"MD,Emmitsburg",1,-77.351887,39.681705
823,"MD,New Carrollton",1,-76.869467,38.956205
824,"MD,Largo",1,-76.824623,38.888689
825,"MD,Timonium",1,-76.624983,39.4448
826,"MD,St. Mary's City",1,-76.429097,38.190903999999996
827,"MD,Annapolis",3,-76.505385,38.980740000000004
828,"MD,Stevenson",1,-76.70209200000001,39.421988
829,"MD,Chestertown",1,-76.06878,39.217329
830,"MD,Westminster",2,-76.9965525,39.558018000000004
831,"MA,Cambridge",5,-71.10459320000001,42.3724918
832,"MA,Boston",29,-71.0772471724138,42.34509041379311
833,"MA,Springfield",6,-72.54954583333334,42.114447500000004
834,"MA,Amherst",3,-72.52556333333332,42.36143666666667
835,"MA,Lexington",1,-72.92138,41.323386
836,"MA,Paxton",1,-71.91896,42.330542
837,"MA,Marlborough",1,-71.56728100000001,42.36775
838,"MA,Wellesley",2,-71.285331,42.2942855
839,"MA,Longmeadow",1,-72.583382,42.055088
840,"MA,Waltham",3,-71.23988133333334,42.374418666666664
841,"MA,Pittsfield",2,-73.2855825,42.454425
842,"MA,Brookline",3,-71.13488366666665,42.329056666666666
843,"MA,Chestnut Hill",2,-71.16285300000001,42.32852
844,"MA,Bridgewater",1,-70.974553,41.98749
845,"MA,Fall River",3,-71.13384633333334,41.70691866666667
846,"MA,Brockton",2,-70.99128150000001,42.081551000000005
847,"MA,West Barnstable",1,-70.337334,41.691911
848,"MA,Woburn",2,-71.13232,42.494445
849,"MA,Milton",2,-71.08740900000001,42.249463500000005
850,"MA,Northampton",2,-72.64342350000001,42.315984
851,"MA,Somerville",1,-71.082082,42.390826000000004
852,"MA,Franklin",2,-71.409695,42.0902955
853,"MA,Concord",1,-71.387244,42.462164
854,"MA,Quincy",3,-71.005482,42.257033666666665
855,"MA,Beverly",2,-70.85848899999999,42.551754
856,"MA,Fitchburg",2,-71.82524649999999,42.574473
857,"MA,Framingham",2,-71.42988199999999,42.2974595
858,"MA,Wenham",1,-70.82151,42.590567
859,"MA,South Hamilton",1,-70.846387,42.613475
860,"MA,Greenfield",1,-72.630977,42.599512
861,"MA,Newton Centre",1,-71.189226,42.325677
862,"MA,Holyoke",2,-72.634477,42.2004205
863,"MA,Newton",2,-71.223363,42.318571500000004
864,"MA,Medford",3,-71.11849366666667,42.416362666666664
865,"MA,Lowell",2,-71.31755899999999,42.6482365
866,"MA,Wellesley Hills",1,-71.263821,42.312292
867,"MA,Buzzards Bay",1,-70.624084,41.739072
868,"MA,North Andover",2,-71.1201025,42.699580999999995
869,"MA,Bedford",1,-71.27493100000001,42.524328000000004
870,"MA,South Hadley",1,-72.57551099999999,42.256838
871,"MA,Gardner",1,-71.984148,42.593142
872,"MA,New Bedford",1,-70.925187,41.671921000000005
873,"MA,Dudley",1,-71.930283,42.044033
874,"MA,North Adams",2,-73.1021535,42.6779695
875,"MA,Danvers",1,-70.96804399999999,42.590103000000006
876,"MA,Haverhill",2,-71.0641875,42.7809955
877,"MA,Weston",2,-71.31081,42.3453495
878,"MA,Roxbury Crossing",1,-71.09549,42.329249
879,"MA,Brighton",1,-71.161998,42.344146
880,"MA,Salem",1,-70.89023399999999,42.503575
881,"MA,West Boylston",1,-71.78779899999999,42.351715000000006
882,"MA,Great Barrington",1,-73.379201,42.208803
883,"MA,South Easton",1,-71.081227,42.010312
884,"MA,North Dartmouth",1,-71.004552,41.62869
885,"MA,Easton",1,-71.080632,42.05905
886,"MA,Taunton",1,-71.091966,41.901945
887,"MA,Westfield",1,-72.796503,42.132698
888,"MA,Norton",1,-71.18397900000001,41.966637
889,"MA,Williamstown",1,-73.203132,42.712725
890,"MI,Adrian",2,-84.04016100000001,41.9021075
891,"MI,Albion",1,-84.745639,42.245049
892,"MI,Hillsdale",2,-84.632312,41.926199999999994
893,"MI,Coldwater",2,-84.998985,41.954578999999995
894,"MI,Southfield",6,-83.2447125,42.468535
895,"MI,Alma",1,-84.672053,43.38004
896,"MI,Alpena",1,-83.44506899999999,45.081647
897,"MI,Berrien Springs",1,-86.355815,41.963859
898,"MI,Grand Rapids",12,-85.62108066666667,42.95904008333333
899,"MI,Owosso",2,-84.17214150000001,42.9851755
900,"MI,Allen Park",1,-83.20348100000001,42.274264
901,"MI,Auburn Hills",1,-83.249027,42.659867999999996
902,"MI,Cadillac",2,-85.392319,44.2587455
903,"MI,Clinton Township",2,-82.9334035,42.587986
904,"MI,Jackson",3,-84.419355,42.229409
905,"MI,Muskegon",2,-86.1965505,43.247231
906,"MI,Port Huron",5,-82.44702400000001,42.986757999999995
907,"MI,Flint",9,-83.71291088888887,42.99668500000001
908,"MI,Escanaba",1,-87.085228,45.772586
909,"MI,Bay City",2,-83.892774,43.613343
910,"MI,Troy",4,-83.1359635,42.559897250000006
911,"MI,Farmington Hills",2,-83.35862850000001,42.494816
912,"MI,Mount Pleasant",4,-84.76350075,43.59582125
913,"MI,Howell",1,-83.879987,42.586638
914,"MI,Ann Arbor",4,-83.68942650000001,42.266407
915,"MI,Bloomfield Hills",2,-83.24773400000001,42.5821725
916,"MI,Detroit",14,-83.10943664285715,42.36792142857143
917,"MI,Warren",2,-83.0280885,42.5007435
918,"MI,Lansing",7,-84.56423714285714,42.73297671428572
919,"MI,Midland",3,-84.23939200000001,43.62807733333333
920,"MI,Holland",3,-86.09347866666667,42.782408333333336
921,"MI,Fenton",1,-83.67163199999999,43.018855
922,"MI,Traverse City",2,-85.60225400000002,44.752431
923,"MI,Livonia",4,-83.4245335,42.411649249999996
924,"MI,Dimondale",1,-84.680079,42.672859
925,"MI,Belleville",1,-83.43883100000001,42.232671999999994
926,"MI,Royal Oak",3,-83.15228533333332,42.497044
927,"MI,University Center",2,-83.975108,43.535625499999995
928,"MI,Riverview",1,-83.191212,42.168682000000004
929,"MI,East Lansing",4,-84.47075025000001,42.72933025
930,"MI,Canton",3,-83.461856,42.31089
931,"MI,Madison Heights",2,-83.1076615,42.5167535
932,"MI,Woodhaven",1,-83.224784,42.142547
933,"MI,Ypsilanti",1,-83.622501,42.24694
934,"MI,Big Rapids",1,-85.481925,43.687723999999996
935,"MI,Centreville",1,-85.49692900000001,41.892503999999995
936,"MI,Ironwood",1,-90.165592,46.471893
937,"MI,Wyoming",1,-85.692077,42.919540999999995
938,"MI,Allendale",1,-85.889826,42.963001
939,"MI,Dearborn",2,-83.2337365,42.320963000000006
940,"MI,Battle Creek",4,-85.1996815,42.29749725
941,"MI,Grayling",1,-84.706254,44.601785
942,"MI,Monroe",2,-83.4386395,41.911592
943,"MI,Benton Harbor",1,-86.393445,42.097276
944,"MI,Sault Ste Marie",1,-84.365573,46.492849
945,"MI,Rochester Hills",2,-83.1806885,42.671047
946,"MI,Houghton",1,-88.54809200000001,47.11866
947,"MI,Harrison",1,-84.763715,43.969586
948,"MI,Sidney",1,-85.100181,43.253190999999994
949,"MI,Petoskey",1,-84.954183,45.361727
950,"MI,Marquette",1,-87.40656800000001,46.559751
951,"MI,Olivet",1,-84.923891,42.442890999999996
952,"MI,Waterford",3,-83.381018,42.67454166666667
953,"MI,Dowagiac",1,-86.08271500000001,41.965095
954,"MI,Spring Arbor",1,-84.556074,42.206568
955,"MI,Plainwell",1,-85.517049,42.504599
956,"MI,Hancock",1,-88.588756,47.127868
957,"MI,Saint Joseph",1,-86.47655,42.071099
958,"MI,Scottville",1,-86.336122,44.008511999999996
959,"MI,Kentwood",2,-85.600992,42.895831
960,"MN,Bloomington",6,-93.32299583333334,44.83646033333334
961,"MN,Alexandria",1,-95.37236899999999,45.873107
962,"MN,Anoka",1,-93.416087,45.216709
963,"MN,Coon Rapids",1,-93.351697,45.172978
964,"MN,Cambridge",1,-93.242126,45.570417
965,"MN,Austin",1,-92.995626,43.676271
966,"MN,Bemidji",3,-94.876532,47.453609666666665
967,"MN,Mankato",3,-93.98709000000001,44.160734
968,"MN,Saint Paul",12,-93.15595483333334,44.97562125000001
969,"MN,Brainerd",1,-94.21426600000001,46.345863
970,"MN,Staples",1,-94.798474,46.389171000000005
971,"MN,Northfield",2,-93.1683525,44.4619235
972,"MN,Moorhead",3,-96.75897133333332,46.85946366666667
973,"MN,Rosemount",1,-93.07805,44.737255
974,"MN,New Ulm",1,-94.472326,44.30526
975,"MN,Duluth",4,-92.10906274999999,46.8008385
976,"MN,Fergus Falls",1,-96.097321,46.289194
977,"MN,Detroit Lakes",1,-95.832883,46.826462
978,"MN,Wadena",1,-95.144425,46.440806
979,"MN,Granite Falls",1,-95.56172,44.80755
980,"MN,Saint Peter",1,-93.972196,44.323626000000004
981,"MN,Center City",1,-92.805285,45.375319
982,"MN,Brooklyn Park",3,-93.386751,45.108760999999994
983,"MN,Hibbing",1,-92.92169799999999,47.422360999999995
984,"MN,Inver Grove Heights",1,-93.055255,44.828599
985,"MN,Grand Rapids",1,-93.49555,47.241919
986,"MN,North Mankato",1,-94.047428,44.174319
987,"MN,Faribault",1,-93.287038,44.285675
988,"MN,Rochester",6,-92.47721783333334,44.0460105
989,"MN,Virginia",1,-92.549092,47.524561
990,"MN,Eveleth",1,-92.525195,47.470889
991,"MN,Crookston",1,-96.606188,47.802535999999996
992,"MN,Roseville",3,-93.17225333333333,45.01053533333334
993,"MN,St. Louis Park",1,-93.404863,44.975225
994,"MN,WOODBURY",1,-92.973998,44.924692
995,"MN,Morris",1,-95.89972900000001,45.589775
996,"MN,Saint Cloud",3,-94.16264833333332,45.56334066666667
997,"MN,Thief River Falls",1,-96.162366,48.124969
998,"MN,East Grand Forks",1,-97.016785,47.946704
999,"MN,Pine City",1,-92.968283,45.818667
1000,"MN,International Falls",1,-93.43160300000001,48.590001
1001,"MN,Saint Joseph",1,-94.319888,45.561792
1002,"MN,Collegeville",1,-94.393621,45.580075
1003,"MN,Winona",3,-91.65249666666666,44.03848300000001
1004,"MN,Saint Bonifacius",1,-93.74301899999999,44.885393
1005,"MN,St. Cloud",1,-94.206254,45.548117
1006,"MN,Eagan",1,-93.170592,44.829483
1007,"MN,Lake Elmo",1,-92.929765,44.950404
1008,"MN,Blaine",1,-93.179973,45.145769
1009,"MN,Marshall",1,-95.759548,44.45373
1010,"MN,St. Paul",1,-93.203624,44.962913
1011,"MN,Ely",1,-91.837777,47.905184000000006
1012,"MN,Willmar",1,-95.07305,45.138313000000004
1013,"MN,Red Wing",1,-92.525451,44.535738
1014,"MN,White Bear Lake",1,-92.982105,45.041823
1015,"MS,Alcorn State",1,-91.142854,31.877215999999997
1016,"MS,Jackson",12,-90.17251600000002,32.33408241666667
1017,"MS,Blue Mountain",1,-89.02924,34.672090000000004
1018,"MS,Gulfport",2,-89.0583695,30.412388
1019,"MS,Clarksdale",1,-90.568469,34.254417
1020,"MS,Wesson",1,-90.400234,31.69272
1021,"MS,Mendenhall",1,-89.79673199999999,31.918563
1022,"MS,Natchez",1,-91.40005,31.508636
